Id,OrganizationId,CertifiedStatus,License,CertificateCode,CertificateType,Organization,Role,Country,CertificateUrl,SalesActivityStatus
a0240000005sQv6AAE,0014000000ReEPDAA3,Terminated,FSC-C002511,SW-COC-001921,COC,"""Advantage Service""",Site,INDONESIA,/api/v1/Certification/a0240000005sQv6AAE/PrintFile?culture=en,
a0240000005sQv6AAE,0014000000ReEQNAA3,Terminated,FSC-C002511,SW-COC-001921,COC,"""Dharma Cipta Karya Workshop""",Site,INDONESIA,/api/v1/Certification/a0240000005sQv6AAE/PrintFile?culture=en,
a0240000005sQv6AAE,0014000000ReEPtAAN,Terminated,FSC-C002511,SW-COC-001921,COC,"""Shovarimen Workshop""",Site,INDONESIA,/api/v1/Certification/a0240000005sQv6AAE/PrintFile?culture=en,
a0240000005sQv6AAE,0014000000ReEQ3AAN,Terminated,FSC-C002511,SW-COC-001921,COC,"""Tembi 2 Workshop""",Site,INDONESIA,/api/v1/Certification/a0240000005sQv6AAE/PrintFile?culture=en,
a0240000005sQv6AAE,0014000000Pee7CAAR,Terminated,FSC-C002511,SW-COC-001921,COC,"""Tembi Workshop”",Site,INDONESIA,/api/v1/Certification/a0240000005sQv6AAE/PrintFile?culture=en,
a024000000GnBxkAAF,0014000000sg3QiAAI,Terminated,FSC-C118009,IC-COC-100424,COC,ADI Furniture,Certificate holder,INDONESIA,/api/v1/Certification/a024000000GnBxkAAF/PrintFile?culture=en,
a02f300000gIoDNAA0,001f3000021TiDZAA0,Valid,FSC-C140552,SA-FM/COC-006782,FM/COC,Abadi,Site,INDONESIA,/api/v1/Certification/a02f300000gIoDNAA0/PrintFile?culture=en,
a02f300000gIoDNAA0,001Do000002nY1JIAU,Valid,FSC-C140552,SA-FM/COC-006782,FM/COC,Anggrek Sejahtera,Expired site,INDONESIA,/api/v1/Certification/a02f300000gIoDNAA0/PrintFile?culture=en,
a0240000008nFkbAAE,001f300001zUQOoAAO,Valid,FSC-C110432,SCS-COC-007270,COC,Aprilia Jati,Site,INDONESIA,/api/v1/Certification/a0240000008nFkbAAE/PrintFile?culture=en,
a024y00000o7Sn9AAE,0014y00002VaIUmAAN,Valid,FSC-C171951,SCS-COC-007707,COC,Arkatama Isvara Foundation,Expired site,INDONESIA,/api/v1/Certification/a024y00000o7Sn9AAE/PrintFile?culture=en,
a024y00000o7Sn9AAE,0014y000021V6coAAC,Valid,FSC-C171951,SCS-COC-007707,COC,Arkatama Isvara Foundation,Unspecified,INDONESIA,/api/v1/Certification/a024y00000o7Sn9AAE/PrintFile?culture=en,
a0240000005sRCjAAM,0014000000PebZgAAJ,Terminated,FSC-C003604,TT-COC-001651,COC,Aurora Group,Certificate holder,INDONESIA,/api/v1/Certification/a0240000005sRCjAAM/PrintFile?culture=en,
a02f300000gIoDNAA0,001f3000021TiByAAK,Valid,FSC-C140552,SA-FM/COC-006782,FM/COC,Bahagia,Site,INDONESIA,/api/v1/Certification/a02f300000gIoDNAA0/PrintFile?culture=en,
a02Do000001456xIAA,001Do00000GSDm0IAH,Terminated,FSC-C188646,SCS-FM/COC-009836,FM/COC,BambooCoop,Certificate holder,INDONESIA,/api/v1/Certification/a02Do000001456xIAA/PrintFile?culture=en,
a02UV00000ERx7BYAT,001UV00000hfKEwYAM,Valid,FSC-C218848,SCS-COC-701862,COC,Barokah Jati,Site,INDONESIA,/api/v1/Certification/a02UV00000ERx7BYAT/PrintFile?culture=en,
a02400000083QTjAAM,0014000000cDZRUAA4,Terminated,FSC-C108962,SCS-COC-003964,COC,CV ALMENTA,Certificate holder,INDONESIA,/api/v1/Certification/a02400000083QTjAAM/PrintFile?culture=en,
a02UV00000K4CK1YAN,001UV00000dHvl2YAC,Valid,FSC-C224230,BV-COC-224230,COC,CV ALMENTA,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000K4CK1YAN/PrintFile?culture=en,
a024y00000jqbI3AAI,0014y00002iYF0uAAG,Valid,FSC-C180381,CU-COC-889517,COC,CV ANINDO FURNITURE,Certificate holder,INDONESIA,/api/v1/Certification/a024y00000jqbI3AAI/PrintFile?culture=en,
a0240000005vbB6AAI,0014000000WLhcfAAD,Terminated,FSC-C101974,IC-COC-100200,COC,CV Airlangga Mebelindo Design,Certificate holder,INDONESIA,/api/v1/Certification/a0240000005vbB6AAI/PrintFile?culture=en,
a02f300000jTdtHAAS,001f300001weBiSAAU,Terminated,FSC-C151297,SCS-COC-006936,COC,CV Ajisaka Baru,Certificate holder,INDONESIA,/api/v1/Certification/a02f300000jTdtHAAS/PrintFile?culture=en,
a02UV00000DYRnvYAH,001UV00000SSZlwYAH,Valid,FSC-C217833,SCS-COC-701777,COC,CV Alami Creation,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000DYRnvYAH/PrintFile?culture=en,
a02f300000gJztGAAS,001f300001tr0YAAAY,Terminated,FSC-C143290,SCS-COC-006459,COC,CV Aneka Rimba Usaha,Certificate holder,INDONESIA,/api/v1/Certification/a02f300000gJztGAAS/PrintFile?culture=en,
a02UV000004nDMnYAM,001UV00000D8A2jYAF,Valid,FSC-C206462,SCS-COC-700794,COC,CV Aneka Rimba Usaha,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000004nDMnYAM/PrintFile?culture=en,
a02UV000000wH0TYAU,001UV000003fizRYAQ,Valid,FSC-C199449,SCS-COC-700212,COC,CV Anggra Permana,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000000wH0TYAU/PrintFile?culture=en,
a0240000007T9GLAA0,0014000000aUFo8AAG,Terminated,FSC-C107326,SGS-COC-008959,COC,CV Anugrah Jaya Rattan,Certificate holder,INDONESIA,/api/v1/Certification/a0240000007T9GLAA0/PrintFile?culture=en,
a023300000fbT0aAAE,0013300001lgR9sAAE,Terminated,FSC-C133642,SA-COC-005506,COC,CV Archipelago Exports,Certificate holder,INDONESIA,/api/v1/Certification/a023300000fbT0aAAE/PrintFile?culture=en,
a02UV000007M7MzYAK,001UV00000IURlDYAX,Valid,FSC-C210440,SCS-COC-701176,COC,CV Archipelago Exports,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000007M7MzYAK/PrintFile?culture=en,
a02UV000007M7MzYAK,001UV00000JaPGJYA3,Valid,FSC-C210440,SCS-COC-701176,COC,CV Archipelago Exports - Processing Site,Site,INDONESIA,/api/v1/Certification/a02UV000007M7MzYAK/PrintFile?culture=en,
a023300000adLaxAAE,0013300001ieYNyAAM,Valid,FSC-C129870,SGSHK-COC-440003,COC,CV Arezou Intrade,Certificate holder,INDONESIA,/api/v1/Certification/a023300000adLaxAAE/PrintFile?culture=en,
a024000000OpmQ0AAJ,0014000001PQQ7qAAH,Terminated,FSC-C122681,TT-COC-005121,COC,CV Asiatik Atmosfer,Certificate holder,INDONESIA,/api/v1/Certification/a024000000OpmQ0AAJ/PrintFile?culture=en,
a02UV000001hxaXYAQ,001UV000005btAkYAI,Valid,FSC-C200523,SCS-COC-700306,COC,CV Aumireta Anggun,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000001hxaXYAQ/PrintFile?culture=en,
a02UV0000059fsHYAQ,001UV00000E2va2YAB,Suspended,FSC-C207160,SCS-COC-700892,COC,CV Ayta Tectona Furindo,Certificate holder,INDONESIA,/api/v1/Certification/a02UV0000059fsHYAQ/PrintFile?culture=en,
a02UV000004okS4YAI,001UV00000DBjqLYAT,Valid,FSC-C206523,SCS-COC-700804,COC,CV BTB Cushion Indonesia,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000004okS4YAI/PrintFile?culture=en,
a02Do000001iP58IAE,001Do00000HXl0EIAT,Valid,FSC-C190785,SCS-COC-009965,COC,CV Bagaskara Galih Perkasa,Certificate holder,INDONESIA,/api/v1/Certification/a02Do000001iP58IAE/PrintFile?culture=en,
a0240000006wAQQAA2,0014000000ZBwOQAA1,Terminated,FSC-C105808,IC-COC-100123,COC,CV Bali Green,Certificate holder,INDONESIA,/api/v1/Certification/a0240000006wAQQAA2/PrintFile?culture=en,
a02UV00000GMqjVYAT,001UV00000WtRJhYAN,Valid,FSC-C220908,SCS-COC-702032,COC,CV Bali Tedung Nusa Island,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000GMqjVYAT/PrintFile?culture=en,
a02Do0000010jSCIAY,001Do00000M7QgOIAV,Terminated,FSC-C193676,SCS-COC-010116,COC,CV Bali Willieng Wood Design,Certificate holder,INDONESIA,/api/v1/Certification/a02Do0000010jSCIAY/PrintFile?culture=en,
a02UV000001mpajYAA,001UV000005nqAmYAI,Valid,FSC-C200621,SCS-COC-700314,COC,CV Berkah Sandhi Abadi,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000001mpajYAA/PrintFile?culture=en,
a02f300000jmKZWAA2,001f300001yXqzJAAS,Valid,FSC-C155270,SGSHK-COC-011878,COC,CV Bintang Jaya,Certificate holder,INDONESIA,/api/v1/Certification/a02f300000jmKZWAA2/PrintFile?culture=en,
a02UV000004TjfNYAS,001UV00000CMfYlYAL,Valid,FSC-C205829,SCS-COC-700692,COC,CV Bintang Prima,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000004TjfNYAS/PrintFile?culture=en,
a02Do000007U8gmIAC,001Do00000Qr01HIAR,Suspended,FSC-C196909,SA-COC-014577,COC,CV Bintang Terang,Certificate holder,INDONESIA,/api/v1/Certification/a02Do000007U8gmIAC/PrintFile?culture=en,
a02UV00000LQ96nYAD,001UV00000fMkFwYAK,Valid,FSC-C225432,SCS-COC-702352,COC,CV Cassini Collection,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000LQ96nYAD/PrintFile?culture=en,
a02f300000lPp7xAAC,001f30000202Oo4AAE,Valid,FSC-C156921,SA-COC-007737,COC,CV Catur Bhakti Mandiri,Certificate holder,INDONESIA,/api/v1/Certification/a02f300000lPp7xAAC/PrintFile?culture=en,
a024y00000nWQkoAAG,0014y00002c2XchAAE,Valid,FSC-C176190,SA-COC-013033,COC,CV Cinta Damai Lestari,Certificate holder,INDONESIA,/api/v1/Certification/a024y00000nWQkoAAG/PrintFile?culture=en,
a023300000g9UaUAAU,0013300001r631OAAQ,Terminated,FSC-C135018,SCS-COC-005902,COC,CV Cipta Jaya Sentosa,Certificate holder,INDONESIA,/api/v1/Certification/a023300000g9UaUAAU/PrintFile?culture=en,
a0240000005sSc5AAE,0014000000PeYfOAAV,Terminated,FSC-C009020,SW-COC-002988,COC,CV Citra Abadi,Certificate holder,INDONESIA,/api/v1/Certification/a0240000005sSc5AAE/PrintFile?culture=en,
a0240000006utoGAAQ,0014000000YBbzYAAT,Terminated,FSC-C104658,SGS-COC-008488,COC,CV Citra Indomebel,Certificate holder,INDONESIA,/api/v1/Certification/a0240000006utoGAAQ/PrintFile?culture=en,
a0240000006utoGAAQ,0014000000YBc0QAAT,Terminated,FSC-C104658,SGS-COC-008488,COC,CV Citra Indomebel,Site,INDONESIA,/api/v1/Certification/a0240000006utoGAAQ/PrintFile?culture=en,
a02f300000e0UG9AAM,001f300001rXEn6AAG,Valid,FSC-C137288,BV-FM/COC-137288,FM/COC,CV DIPANTARA,Certificate holder,INDONESIA,/api/v1/Certification/a02f300000e0UG9AAM/PrintFile?culture=en,
a0240000005sQfcAAE,0014000000Pebs9AAB,Terminated,FSC-C001551,SGS-COC-005981,COC,CV Decorus,Certificate holder,INDONESIA,/api/v1/Certification/a0240000005sQfcAAE/PrintFile?culture=en,
a02UV000002O7wtYAC,001UV000007HBavYAG,Valid,FSC-C201873,SCS-COC-700386,COC,CV Dewi Veneer Indonesia,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000002O7wtYAC/PrintFile?culture=en,
a0240000005sTGmAAM,0014000000PedQyAAJ,Terminated,FSC-C011543,SW-COC-476,COC,CV Dhadi Agung,Site,INDONESIA,/api/v1/Certification/a0240000005sTGmAAM/PrintFile?culture=en,
a02UV0000050ERVYA2,001UV00000Db2GNYAZ,Terminated,FSC-C206864,SCS-COC-700855,COC,CV Dian Persada Rotarindo Building,Certificate holder,INDONESIA,/api/v1/Certification/a02UV0000050ERVYA2/PrintFile?culture=en,
a024y00000jqcNTAAY,0014y00002iyy2CAAQ,Valid,FSC-C180539,SA-COC-013325,COC,CV Dijawa Abadi,Certificate holder,INDONESIA,/api/v1/Certification/a024y00000jqcNTAAY/PrintFile?culture=en,
a023300000SWq1WAAT,0013300001da09zAAA,Terminated,FSC-C126811,TT-COC-005514,COC,CV Dijawa Abadi,Certificate holder,INDONESIA,/api/v1/Certification/a023300000SWq1WAAT/PrintFile?culture=en,
a023300000SWq1WAAT,0013300001da0AJAAY,Terminated,FSC-C126811,TT-COC-005514,COC,CV Dijawa Abadi,Site,INDONESIA,/api/v1/Certification/a023300000SWq1WAAT/PrintFile?culture=en,
a0240000005sUDkAAM,0014000000PecdbAAB,Terminated,FSC-C015199,SW-COC-233,COC,CV Duta Jepara,Site,INDONESIA,/api/v1/Certification/a0240000005sUDkAAM/PrintFile?culture=en,
a02Do000006nz6iIAA,001Do00000ONFLOIA5,Valid,FSC-C195326,BV-COC-195326,COC,CV EXCELINDO HASIL GUNA,Certificate holder,INDONESIA,/api/v1/Certification/a02Do000006nz6iIAA/PrintFile?culture=en,
a02UV000008Y8wDYAS,001UV00000KWx9ZYAT,Valid,FSC-C212051,SCS-COC-701314,COC,CV Eno Furniture,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000008Y8wDYAS/PrintFile?culture=en,
a02UV00000Dptj0YAB,001UV00000SsZezYAF,Valid,FSC-C218073,BV-COC-218073,COC,CV Estetika Indonesia,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000Dptj0YAB/PrintFile?culture=en,
a024000000KUUV3AAP,0014000000zafCiAAI,Terminated,FSC-C120515,TT-COC-004918,COC,CV FORESINDO JAYA TIMBER,Certificate holder,INDONESIA,/api/v1/Certification/a024000000KUUV3AAP/PrintFile?culture=en,
a024000000KUUV3AAP,0014000000zafELAAY,Terminated,FSC-C120515,TT-COC-004918,COC,CV FORESINDO JAYA TIMBER - Production site,Site,INDONESIA,/api/v1/Certification/a024000000KUUV3AAP/PrintFile?culture=en,
a02f300000k5t1LAAQ,001f300001y3EBuAAM,Valid,FSC-C152679,SCS-COC-007029,COC,CV Gamma Bintang Grafika,Certificate holder,INDONESIA,/api/v1/Certification/a02f300000k5t1LAAQ/PrintFile?culture=en,
a024000000IwPjDAAV,0014000000w9AUVAA2,Valid,FSC-C119464,SGSHK-COC-440014,COC,CV Global Grafindo International,Certificate holder,INDONESIA,/api/v1/Certification/a024000000IwPjDAAV/PrintFile?culture=en,
a02Do00000690D8IAI,001Do00000MfGTvIAN,Valid,FSC-C194575,SCS-COC-010160,COC,CV Griya Fika,Certificate holder,INDONESIA,/api/v1/Certification/a02Do00000690D8IAI/PrintFile?culture=en,
a0240000005veIBAAY,0014000000WpkO2AAJ,Terminated,FSC-C102019,IC-COC-100182,COC,CV Grya Rotan,Site,INDONESIA,/api/v1/Certification/a0240000005veIBAAY/PrintFile?culture=en,
a024y00000jqnbqAAA,0014y00002kLRxmAAG,Terminated,FSC-C182101,BV-COC-182101,COC,CV HARAPAN JAYA SENTOSA ABADI,Certificate holder,INDONESIA,/api/v1/Certification/a024y00000jqnbqAAA/PrintFile?culture=en,
a02Do0000014avrIAA,001Do00000Dt3fQIAR,Valid,FSC-C188987,SCS-COC-009859,COC,CV Hand Made Baskets,Certificate holder,INDONESIA,/api/v1/Certification/a02Do0000014avrIAA/PrintFile?culture=en,
a02UV000008Pc2IYAS,001UV00000KIHv0YAH,Valid,FSC-C211885,SCS-COC-701297,COC,CV Hasibuan Designs Furniture,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000008Pc2IYAS/PrintFile?culture=en,
a02UV00000NXH9hYAH,001UV00000iw17GYAQ,Valid,FSC-C227154,SCS-COC-702332,COC,CV Hasibuan Designs Furniture,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000NXH9hYAH/PrintFile?culture=en,
a02Do000001gjvxIAA,001Do0000077ZIDIA2,Valid,FSC-C185850,SCS-COC-009640,COC,CV Home Fashions Indonesia,Certificate holder,INDONESIA,/api/v1/Certification/a02Do000001gjvxIAA/PrintFile?culture=en,FSC_Sales
a02UV00000Dc88LYAR,001UV00000SXxXRYA1,Valid,FSC-C217850,CU-COC-910624,COC,CV INDAH KENCANA,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000Dc88LYAR/PrintFile?culture=en,
a02UV00000KwvTqYAJ,001UV00000eb8xSYAQ,Valid,FSC-C224985,CU-COC-914459,COC,CV INDOSURYA MAHAKAM,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000KwvTqYAJ/PrintFile?culture=en,
a02UV00000CYswjYAD,001UV00000Qw50QYAR,Valid,FSC-C216662,CU-COC-909820,COC,CV ISTANA KAYU SUKSES MAKMUR,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000CYswjYAD/PrintFile?culture=en,
a02UV00000Aa4tqYAB,001UV00000O1cn2YAB,Valid,FSC-C214139,SCS-COC-701490,COC,CV Independent Furniture,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000Aa4tqYAB/PrintFile?culture=en,
a024y00000m5YqVAAU,0014y00002hFh3JAAS,Valid,FSC-C175782,SCS-FM/COC-008974,FM/COC,CV Indotama Kayu Lestari,Certificate holder,INDONESIA,/api/v1/Certification/a024y00000m5YqVAAU/PrintFile?culture=en,
a02Do000007h6j2IAA,001Do00000Qry7VIAR,Valid,FSC-C197656,SCS-COC-700091,COC,CV Infinite Rattan Creation,Certificate holder,INDONESIA,/api/v1/Certification/a02Do000007h6j2IAA/PrintFile?culture=en,
a02UV0000020ZSrYAM,001UV000006NBIfYAO,Valid,FSC-C201093,SCS-COC-700304,COC,CV Internusa Dinamika Rotan,Certificate holder,INDONESIA,/api/v1/Certification/a02UV0000020ZSrYAM/PrintFile?culture=en,
a0240000005sRECAA2,0014000000PeZGLAA3,Terminated,FSC-C003695,SW-COC-252,COC,CV Ivena Central Industry,Site,INDONESIA,/api/v1/Certification/a0240000005sRECAA2/PrintFile?culture=en,
a02f300000k6GtiAAE,001f300001y3Wv0AAE,Suspended,FSC-C154180,SCS-COC-007109,COC,CV Jaka,Certificate holder,INDONESIA,/api/v1/Certification/a02f300000k6GtiAAE/PrintFile?culture=en,
a0240000005sUq1AAE,0014000000PeawtAAB,Terminated,FSC-C017572,SW-COC-390,COC,CV Jamrud,Site,INDONESIA,/api/v1/Certification/a0240000005sUq1AAE/PrintFile?culture=en,
a02f300000gIiJSAA0,001f300001tpeViAAI,Terminated,FSC-C140378,SA-COC-012760,COC,CV Jasa Mitra Abadi,Certificate holder,INDONESIA,/api/v1/Certification/a02f300000gIiJSAA0/PrintFile?culture=en,
a02f300000gIiJSAA0,001f300001tpeZGAAY,Terminated,FSC-C140378,SA-COC-012760,COC,CV Jasa Mitra Abadi (Log yard),Expired site,INDONESIA,/api/v1/Certification/a02f300000gIiJSAA0/PrintFile?culture=en,
a02UV00000IoUBpYAN,001UV00000avPg7YAE,Valid,FSC-C223082,SCS-COC-702189,COC,CV Javanesia Teakindo,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000IoUBpYAN/PrintFile?culture=en,
a023300000ZZqr9AAD,0013300001hPNq6AAG,Terminated,FSC-C129190,SGS-COC-010659,COC,CV Jawawood,Certificate holder,INDONESIA,/api/v1/Certification/a023300000ZZqr9AAD/PrintFile?culture=en,
a02f300000k3y1YAAQ,001f300001xW9xLAAS,Terminated,FSC-C151985,SCS-COC-006986,COC,CV Jaya Abadi Perkasa,Certificate holder,INDONESIA,/api/v1/Certification/a02f300000k3y1YAAQ/PrintFile?culture=en,
a02UV00000KUm6vYAD,001UV00000dwytRYAQ,Valid,FSC-C224615,SCS-COC-702307,COC,CV Joyo Mulia Abadi,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000KUm6vYAD/PrintFile?culture=en,
a0240000005sT72AAE,0014000000PedjhAAB,Terminated,FSC-C010939,SW-COC-177,COC,CV Kalingga Jati,Site,INDONESIA,/api/v1/Certification/a0240000005sT72AAE/PrintFile?culture=en,
a024000000AWQenAAH,0014000000gTBR3AAO,Terminated,FSC-C112345,SGSHK-COC-009541,COC,CV Kalingga Jati Furniture,Certificate holder,INDONESIA,/api/v1/Certification/a024000000AWQenAAH/PrintFile?culture=en,
a02UV0000048Xu9YAE,001UV00000BVbmbYAD,Valid,FSC-C205227,SGSHK-COC-440116,COC,CV Kalingga Keling Jati,Certificate holder,INDONESIA,/api/v1/Certification/a02UV0000048Xu9YAE/PrintFile?culture=en,
a02UV000007rywTYAQ,001UV00000JPTruYAH,Suspended,FSC-C211189,SCS-COC-701235,COC,CV Kanjeng Kencana,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000007rywTYAQ/PrintFile?culture=en,
a02UV00000I884UYAR,001UV00000Zd5oTYAR,Valid,FSC-C222575,SCS-COC-702150,COC,CV Karya Garuda,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000I884UYAR/PrintFile?culture=en,
a0240000005sercAAA,0014000000PfpHhAAJ,Valid,FSC-C031908,SCS-COC-005073,COC,CV Karya Wahana Sentosa,Certificate holder,INDONESIA,/api/v1/Certification/a0240000005sercAAA/PrintFile?culture=en,
a02UV000004aQphYAE,001UV00000Cd4xjYAB,Valid,FSC-C206133,SCS-COC-700750,COC,CV Kaytama,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000004aQphYAE/PrintFile?culture=en,
a02f300000e1HAaAAM,001f300001rYwpmAAC,Terminated,FSC-C139365,SGSHK-COC-440049,COC,CV Kayu Bagus Internasional,Certificate holder,INDONESIA,/api/v1/Certification/a02f300000e1HAaAAM/PrintFile?culture=en,
a02Do000006aHpdIAE,001Do00000NU1BhIAL,Terminated,FSC-C195222,SCS-COC-010201,COC,CV Kayu Manis,Certificate holder,INDONESIA,/api/v1/Certification/a02Do000006aHpdIAE/PrintFile?culture=en,
a0240000005v83cAAA,0014000000VdmePAAR,Terminated,FSC-C101542,IC-COC-100114,COC,CV Kayu Teak,Certificate holder,INDONESIA,/api/v1/Certification/a0240000005v83cAAA/PrintFile?culture=en,
a023300000gB2WvAAK,0013300001rPcQ6AAK,Valid,FSC-C135228,SCS-COC-005967,COC,CV Kayu Teak,Certificate holder,INDONESIA,/api/v1/Certification/a023300000gB2WvAAK/PrintFile?culture=en,
a0240000005sQfqAAE,0014000000PeYgCAAV,Terminated,FSC-C001565,IC-COC-100072,COC,CV Kelvindo,Certificate holder,INDONESIA,/api/v1/Certification/a0240000005sQfqAAE/PrintFile?culture=en,
a02Do0000016WlCIAU,001Do00000FhXjtIAF,Suspended,FSC-C189608,SCS-COC-009896,COC,CV Kota Alami Jaya,Certificate holder,INDONESIA,/api/v1/Certification/a02Do0000016WlCIAU/PrintFile?culture=en,
a02UV00000AyUS5YAN,001UV00000Offr3YAB,Valid,FSC-C214759,SCS-COC-701533,COC,CV Kreasi Abadi,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000AyUS5YAN/PrintFile?culture=en,
a02UV000005udyHYAQ,001UV00000Fglt8YAB,Valid,FSC-C208303,BV-COC-208303,COC,CV Kreasi Timber Pratama,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000005udyHYAQ/PrintFile?culture=en,
a02UV000005uWCHYA2,001UV00000ZY12LYAT,Valid,FSC-C208265,SCS-COC-701980,COC,CV Krudut Leather Furniture,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000005uWCHYA2/PrintFile?culture=en,
a02UV000007Vp2DYAS,001UV00000ImrMEYAZ,Valid,FSC-C210688,SCS-COC-701202,COC,CV Kubikasia,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000007Vp2DYAS/PrintFile?culture=en,
a02f300000m2xDyAAI,001f3000021TVyrAAG,Terminated,FSC-C159471,SCS-COC-007253,COC,CV Kusmin Antiek,Site,INDONESIA,/api/v1/Certification/a02f300000m2xDyAAI/PrintFile?culture=en,
a02UV00000FENgsYAH,001UV00000V6pkOYAR,Valid,FSC-C219798,SCS-COC-701941,COC,CV Larasindo Furniture,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000FENgsYAH/PrintFile?culture=en,
a024y00000m5SYoAAM,0014y00002bVMUiAAO,Terminated,FSC-C175456,SCS-COC-008940,COC,CV Living Creation Furniture,Certificate holder,INDONESIA,/api/v1/Certification/a024y00000m5SYoAAM/PrintFile?culture=en,
a024y00000lqF16AAE,0014y00002bAqNpAAK,Terminated,FSC-C175059,SCS-COC-008924,COC,CV L’ambiance,Certificate holder,INDONESIA,/api/v1/Certification/a024y00000lqF16AAE/PrintFile?culture=en,
a024y00000jqQ5XAAU,0014y00002h5JKdAAM,Terminated,FSC-C178836,CU-COC-878675,COC,CV MUTIARA JEPARA INDOFURNI,Certificate holder,INDONESIA,/api/v1/Certification/a024y00000jqQ5XAAU/PrintFile?culture=en,
a02UV000004IPLrYAO,001UV00000BuXFwYAN,Valid,FSC-C205515,SCS-COC-700677,COC,CV Maju Jaya,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000004IPLrYAO/PrintFile?culture=en,
a02UV00000CgiNXYAZ,001UV00000R7ijGYAR,Valid,FSC-C216752,SCS-COC-701683,COC,CV Mandiri Cipta Adikarya,Certificate holder,INDONESIA,/api/v1/Certification/a02UV00000CgiNXYAZ/PrintFile?culture=en,
a024y00000obhP8AAI,0014y00002ZPRdxAAH,Valid,FSC-C173527,SGSHK-COC-440078,COC,CV Mandiri Jaya Sejahtera,Certificate holder,INDONESIA,/api/v1/Certification/a024y00000obhP8AAI/PrintFile?culture=en,
a02Do000001iW5ZIAU,001Do00000HY2ZMIA1,Terminated,FSC-C191120,SCS-COC-009987,COC,CV Mandiri Sejahtera,Certificate holder,INDONESIA,/api/v1/Certification/a02Do000001iW5ZIAU/PrintFile?culture=en,
a0240000005vshCAAQ,0014000000WPrCqAAL,Terminated,FSC-C102261,IC-COC-100181,COC,CV Manggala,Certificate holder,INDONESIA,/api/v1/Certification/a0240000005vshCAAQ/PrintFile?culture=en,
a02f300000e0rJzAAI,001f300001rYX02AAG,Valid,FSC-C138268,TUVDC-COC-100970,COC,CV Manggala,Certificate holder,INDONESIA,/api/v1/Certification/a02f300000e0rJzAAI/PrintFile?culture=en,
a0240000006ukatAAA,0014000000YAK8hAAH,Terminated,FSC-C104551,TT-COC-003640,COC,CV Margono International Trading,Certificate holder,INDONESIA,/api/v1/Certification/a0240000006ukatAAA/PrintFile?culture=en,
a02UV000004J5T7YAK,001UV00000BwLybYAF,Valid,FSC-C205547,SGSHK-COC-440118,COC,CV Mediatama Perkasa,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000004J5T7YAK/PrintFile?culture=en,
a02Do000001jGL4IAM,001UV000009sYm6YAE,Suspended,FSC-C186598,SCS-COC-700399,COC,CV Mekar Asih Rotan,Certificate holder,INDONESIA,/api/v1/Certification/a02Do000001jGL4IAM/PrintFile?culture=en,
a02Do0000081SDsIAM,001Do00000S2R5WIAV,Terminated,FSC-C198666,SA-COC-014698,COC,CV Mitra Persada Mandiri,Certificate holder,INDONESIA,/api/v1/Certification/a02Do0000081SDsIAM/PrintFile?culture=en,
a02UV000001rPu9YAE,001UV000005ySgBYAU,Suspended,FSC-C200794,SCS-COC-700323,COC,CV Mulia Jaya Box,Certificate holder,INDONESIA,/api/v1/Certification/a02UV000001rPu9YAE/PrintFile?culture=en,
a023300000XouP0AAJ,0013300001fKkpBAAS,Suspended,FSC-C127817,SCS-COC-005348,COC,CV Multi Usaha Raya Jepara,Certificate holder,INDONESIA,/api/v1/Certification/a023300000XouP0AAJ/PrintFile?culture=en,
