filename,pbphh_company,pbphh_location,report_year,report_month,section_id,section_category,section_description,entry_number,entry_name,province,rencana_m3,pbphh_fsc_certified,pbphh_fsc_confidence,pbphh_fsc_status,pbphh_fsc_license,supplier_fsc_certified,supplier_fsc_confidence,supplier_fsc_status,supplier_fsc_license,total_sourcing_m3,concession_total_m3,concession_fsc_m3,concession_nonfsc_m3,other_sourcing_m3,pct_concession_from_fsc,pct_total_from_fsc_concessions
output_P2025_2024_11.pdf,"KUTAI TIMBER INDONESIA, PT.","Kabupaten/Kota Probolinggo, Provinsi Jawa Timur",2024,November,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),25,Trenggalek,Jawa Timur,150.00,Yes,high,Valid,FSC-C013800,,,,,331209.87,179974.46,104615.31,75359.15,151235.41,58.1,31.6
output_P2025_2024_11.pdf,"KUTAI TIMBER INDONESIA, PT.","Kabupaten/Kota Probolinggo, Provinsi Jawa Timur",2024,November,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),26,Wonosobo,Jawa Tengah,104.87,Yes,high,Valid,FSC-C013800,,,,,331209.87,179974.46,104615.31,75359.15,151235.41,58.1,31.6
output_P2025_2024_11.pdf,"KUTAI TIMBER INDONESIA, PT.","Kabupaten/Kota Probolinggo, Provinsi Jawa Timur",2024,November,XII,kayu_perkebunan,Kayu Perkebunan (Plantation Timber),1,PTPN XII,Jawa Timur,15000.00,Yes,high,Valid,FSC-C013800,,,,,331209.87,179974.46,104615.31,75359.15,151235.41,58.1,31.6
output_P2025_2024_11.pdf,"KUTAI TIMBER INDONESIA, PT.","Kabupaten/Kota Probolinggo, Provinsi Jawa Timur",2024,November,XIII,impor,Impor Kayu (Timber Import),1,TPT FORESTS LIMITED (New Zealand),Impor Bahan Baku,28.77,Yes,high,Valid,FSC-C013800,,,,,331209.87,179974.46,104615.31,75359.15,151235.41,58.1,31.6
output_P2025_2024_11.pdf,"KUTAI TIMBER INDONESIA, PT.","Kabupaten/Kota Probolinggo, Provinsi Jawa Timur",2024,November,XV,tptkb,TPTKB/TPKRT/Pengumpul Limbah (Collection Points/Mill Waste),1,"ALAM MAKMUR KAYUNUSA, PT (TPT-KB di Gresik)",Jawa Timur,2733.04,Yes,high,Valid,FSC-C013800,,,,,331209.87,179974.46,104615.31,75359.15,151235.41,58.1,31.6
output_P2025_2024_11.pdf,"KUTAI TIMBER INDONESIA, PT.","Kabupaten/Kota Probolinggo, Provinsi Jawa Timur",2024,November,XV,tptkb,TPTKB/TPKRT/Pengumpul Limbah (Collection Points/Mill Waste),2,"GEMA LESTARI INDONESIA, PT",Jawa Timur,5320.00,Yes,high,Valid,FSC-C013800,,,,,331209.87,179974.46,104615.31,75359.15,151235.41,58.1,31.6
output_P2025_2024_11.pdf,"KUTAI TIMBER INDONESIA, PT.","Kabupaten/Kota Probolinggo, Provinsi Jawa Timur",2024,November,XVI,iphhk_lain_kayu_bulat,IPHHK Lain (Other Timber Processors),1,"BINTANG TERANG, CV",Jawa Timur,2127.00,Yes,high,Valid,FSC-C013800,,,,,331209.87,179974.46,104615.31,75359.15,151235.41,58.1,31.6
output_P2025_2024_11.pdf,"KUTAI TIMBER INDONESIA, PT.","Kabupaten/Kota Probolinggo, Provinsi Jawa Timur",2024,November,XVI,iphhk_lain_kayu_bulat,IPHHK Lain (Other Timber Processors),2,"JAWA TIMUR BARU, CV.",Jawa Timur,1238.42,Yes,high,Valid,FSC-C013800,,,,,331209.87,179974.46,104615.31,75359.15,151235.41,58.1,31.6
output_P2025_2024_11.pdf,"KUTAI TIMBER INDONESIA, PT.","Kabupaten/Kota Probolinggo, Provinsi Jawa Timur",2024,November,XVI,iphhk_lain_kayu_bulat,IPHHK Lain (Other Timber Processors),3,"SUKSES PRATAMA LESTARI, PT",Jawa Timur,1268.18,Yes,high,Valid,FSC-C013800,,,,,331209.87,179974.46,104615.31,75359.15,151235.41,58.1,31.6
output_P2025_2024_11.pdf,"KUTAI TIMBER INDONESIA, PT.","Kabupaten/Kota Probolinggo, Provinsi Jawa Timur",2024,November,XVI,iphhk_lain_kayu_bulat,IPHHK Lain (Other Timber Processors),4,"SURYA SARITAMA, PT",Jawa Timur,1050.00,Yes,high,Valid,FSC-C013800,,,,,331209.87,179974.46,104615.31,75359.15,151235.41,58.1,31.6
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),1,"BERKAT CAHAYA TIMBER, PT",Kalimantan Tengah,3485.00,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),2,"CAKRA SEJATI SEMPURNA, PT",Kalimantan Tengah,12925.47,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),3,"CARUS INDONESIA, PT",Kalimantan Tengah,2661.10,Yes,high,Valid,FSC-C108040,Yes,high,Terminated,FSC-C122684,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),4,"DUADJA CORP II, PT",Kalimantan Barat,6788.58,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),5,"DWIMA JAYA UTAMA, PT",Kalimantan Tengah,6079.51,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),6,"FITAMAYA ASMAPARA, PT",Kalimantan Tengah,3766.19,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),7,"GEMA HUTANI LESTARI, PT",Maluku,3834.52,Yes,high,Valid,FSC-C108040,Yes,high,Valid,FSC-C114373,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),8,"GRAHA SENTOSA ABADI, PT",Kalimantan Tengah,2741.84,Yes,high,Valid,FSC-C108040,No (low match),low,Valid,FSC-C118412,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),9,"HANURATA COY LTD, PT (UNIT SANGKULIRANG)",Kalimantan Timur,2556.73,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),10,"HUTAN DOMAS RAYA, PT",Kalimantan Tengah,1417.76,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),11,"HUTAN MULYA, PT",Kalimantan Tengah,2893.67,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),12,"INHUTANI I, PT (UNIT SAMBARATA)",Kalimantan Timur,8314.31,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),13,"INHUTANI I, PT - UNIT KUNYIT-SIMENDURUT",Kalimantan Utara,7868.26,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),14,"KAYU WAJA, PT",Kalimantan Tengah,2345.75,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),15,KSU. MERANTI TUMBUH INDAH,Kalimantan Utara,27535.82,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),16,"MAHKOTA RIMBA UTAMA, PT",Kalimantan Barat,3401.09,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),17,"MERANTI SAKTI INDONESIA, PT",Kalimantan Utara,42734.80,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),18,"PANCA KARYA, PD",Maluku,5000.00,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),19,"RIMBA MAKMUR SENTOSA, PT (Kaltara)",Kalimantan Utara,3363.53,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),20,"SAMUDERA REJEKI PERKASA, PT",Kalimantan Tengah,8840.65,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),21,"SARANA PIRANTI UTAMA, PT",Kalimantan Tengah,996.67,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),22,"SIKATAN WANA RAYA, PT",Kalimantan Tengah,16198.24,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),23,"SILVA SELARAS UTAMA, PT",Kalimantan Timur,1411.13,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),24,"SUMALINDO LESTARI JAYA IV, PT",Kalimantan Timur,33827.93,Yes,high,Valid,FSC-C108040,Yes,high,Terminated,FSC-C134794,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),25,"Waenibe Wood Industries, PT (HA)",Maluku,2600.00,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),26,"WAILA WANA LESTARI, KOP.",Maluku,2550.00,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),27,"WIJAYA KENCANA INDONESIA, PT",Maluku Utara,9560.29,Yes,high,Valid,FSC-C108040,No,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),1,Balikpapan,Kalimantan Timur,337.99,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),2,Blitar,Jawa Timur,25.49,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),3,Ciamis,Jawa Barat,231.55,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),4,Gresik,Jawa Timur,374.42,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),5,Hulu Sungai Selatan,Kalimantan Selatan,25.45,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),6,Kapuas,Kalimantan Tengah,2925.89,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),7,Katingan,Kalimantan Tengah,181.03,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),8,Kediri,Jawa Timur,9.41,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),9,Kotabaru,Kalimantan Selatan,369.99,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),10,Kotawaringin Timur,Kalimantan Tengah,33.36,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),11,Kulon Progo,Daerah Istimewa Yogyakarta,1926.18,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),12,Kutai Barat,Kalimantan Timur,41.50,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),13,Kutai Kartanegara,Kalimantan Timur,621.49,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),14,Malang,Jawa Timur,9080.26,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),15,Pulang Pisau,Kalimantan Tengah,9826.88,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),16,Purworejo,Jawa Tengah,3600.00,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),17,Samarinda,Kalimantan Timur,504.96,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2135_2024_12.pdf,"SUMBER MAS INDAH PLYWOOD (Gresik), PT.","Kabupaten/Kota Gresik, Provinsi Jawa Timur",2024,Desember,XI,hutan_rakyat_budidaya,Hutan Rakyat Kayu Tanaman Budidaya (Cultivated Community Timber),18,Temanggung,Jawa Tengah,47.34,Yes,high,Valid,FSC-C108040,,,,,255862.03,225698.84,40323.55,185375.29,30163.19,17.9,15.8
output_P2169_2024_12.pdf,"KHARISMA JAYA GEMILANG, PT","Kabupaten/Kota Semarang, Provinsi Jawa Tengah",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),1,"BARITO PUTERA, PT",Kalimantan Tengah,7121.03,Yes,high,Valid,FSC-C104967,No (low match),low,Terminated,FSC-C203459,96441.26,87782.32,26571.93,61210.39,8658.94,30.3,27.6
output_P2169_2024_12.pdf,"KHARISMA JAYA GEMILANG, PT","Kabupaten/Kota Semarang, Provinsi Jawa Tengah",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),2,"BINA MULTI ALAM LESTARI, PT",Kalimantan Tengah,3065.26,Yes,high,Valid,FSC-C104967,No,,,,96441.26,87782.32,26571.93,61210.39,8658.94,30.3,27.6
output_P2169_2024_12.pdf,"KHARISMA JAYA GEMILANG, PT","Kabupaten/Kota Semarang, Provinsi Jawa Tengah",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),3,"CARUS INDONESIA, PT",Kalimantan Tengah,5137.49,Yes,high,Valid,FSC-C104967,Yes,high,Terminated,FSC-C122684,96441.26,87782.32,26571.93,61210.39,8658.94,30.3,27.6
output_P2169_2024_12.pdf,"KHARISMA JAYA GEMILANG, PT","Kabupaten/Kota Semarang, Provinsi Jawa Tengah",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),4,"DWIMA JAYA UTAMA, PT",Kalimantan Tengah,252.13,Yes,high,Valid,FSC-C104967,No,,,,96441.26,87782.32,26571.93,61210.39,8658.94,30.3,27.6
output_P2169_2024_12.pdf,"KHARISMA JAYA GEMILANG, PT","Kabupaten/Kota Semarang, Provinsi Jawa Tengah",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),5,"FITAMAYA ASMAPARA, PT",Kalimantan Tengah,8779.75,Yes,high,Valid,FSC-C104967,No,,,,96441.26,87782.32,26571.93,61210.39,8658.94,30.3,27.6
output_P2169_2024_12.pdf,"KHARISMA JAYA GEMILANG, PT","Kabupaten/Kota Semarang, Provinsi Jawa Tengah",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),6,"GRAHA SENTOSA PERMAI, PT",Kalimantan Tengah,9532.08,Yes,high,Valid,FSC-C104967,Yes,high,Valid,FSC-C118412,96441.26,87782.32,26571.93,61210.39,8658.94,30.3,27.6
output_P2169_2024_12.pdf,"KHARISMA JAYA GEMILANG, PT","Kabupaten/Kota Semarang, Provinsi Jawa Tengah",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),7,"GUNUNG MURO WAHANAJAYA, PT",Kalimantan Tengah,3080.50,Yes,high,Valid,FSC-C104967,No,,,,96441.26,87782.32,26571.93,61210.39,8658.94,30.3,27.6
output_P2169_2024_12.pdf,"KHARISMA JAYA GEMILANG, PT","Kabupaten/Kota Semarang, Provinsi Jawa Tengah",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),8,"HUTAN DOMAS RAYA, PT",Kalimantan Tengah,3417.26,Yes,high,Valid,FSC-C104967,No,,,,96441.26,87782.32,26571.93,61210.39,8658.94,30.3,27.6
output_P2169_2024_12.pdf,"KHARISMA JAYA GEMILANG, PT","Kabupaten/Kota Semarang, Provinsi Jawa Tengah",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),9,"HUTAN MULYA, PT",Kalimantan Tengah,120.65,Yes,high,Valid,FSC-C104967,No,,,,96441.26,87782.32,26571.93,61210.39,8658.94,30.3,27.6
output_P2169_2024_12.pdf,"KHARISMA JAYA GEMILANG, PT","Kabupaten/Kota Semarang, Provinsi Jawa Tengah",2024,Desember,II,iuphhk_hutan_alam,IUPHHK Pada Hutan Alam (Natural Forest Concession),10,"INDEXIM UTAMA CORP., PT",Kalimantan Tengah,7213.24,Yes,high,Valid,FSC-C104967,Yes,high,Valid,FSC-C116852,96441.26,87782.32,26571.93,61210.39,8658.94,30.3,27.6
